premise,hypothesis,source,tag
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «РАБОЧИЙ РЕСУРС» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде полной ликвидации.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «СТРОЙЭКОНОМГРУПП» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере ста тысяч рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «БЫСТРОСТРОЙИНВЕСТ» невиновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 570000 (пятьсот семьдесят тысяч) рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «МАРЖАНСТРОЙ» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и не назначать ему наказание.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ТРУДИМПОРТСТРОЙ» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 300000 (триста тысяч) рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «МЕГАСИТИХОЛЛ» невиновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 900000 (девятисот тысяч) рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «СТРОЙКОМФОРТ» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и не назначить ему наказание в виде административного штрафа в размере 800000 (восемьсот тысяч0 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ВекторРазвития» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «СмартСтройПроект» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 200000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ЗелёныйАльянс» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 6000000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ЛеснойГород» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 8000000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ЭкоДом» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 300000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ПриродныйСтиль» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 200000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ЭкоСтройРесурс» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 100000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «БиоГород» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 400000 (четырехсот тысяч) рублей с последующим наложением ареста на имущество.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «СолнечныйДом» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 10000000 рублей и полной ликвидации.",КоАП Статья 18.15 Часть 4,contradiction
"Нарушения, предусмотренные частями 1 - 3 настоящей статьи, совершенные в городе федерального значения Москве или Санкт-Петербурге либо в Московской или Ленинградской области, - влекут наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «Домострой» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 40000 рублей.",КоАП Статья 18.15 Часть 4,contradiction
"Несоблюдение работодателем или заказчиком работ (услуг) установленных в соответствии с федеральным законом в отношении иностранных граждан и лиц без гражданства ограничений на осуществление отдельных видов деятельности -
 влечет наложение административного штрафа на граждан в размере от двух тысяч до четырех тысяч рублей; на должностных лиц - от сорока пяти тысяч до пятидесяти тысяч рублей; на юридических лиц - от восьмисот тысяч до одного миллиона рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «СТРОЙОТРЯД» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 700000 (семисот тысяч) рублей.",КоАП Статья 18.17 Часть 1,not mentioned
"Несоблюдение иностранным гражданином или лицом без гражданства установленных в соответствии с федеральным законом в отношении иностранных граждан и лиц без гражданства ограничений на осуществление отдельных видов деятельности -
 влечет наложение административного штрафа в размере от двух тысяч до пяти тысяч рублей с административным выдворением за пределы Российской Федерации или без такового.","Признать ООО «ГЛОБАЛСТРОЙСЕРВИС» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 400 000 (четырехсот тысяч) рублей.",КоАП Статья 18.17 Часть 2,not mentioned
"Рассматривать дела об административных правонарушениях от имени органов, указанных в части 1 настоящей статьи, вправе:
 1) руководители органов исполнительной власти субъектов Российской Федерации, осуществляющих федеральный государственный лесной надзор (лесную охрану), их заместители;","Признать ООО «СТРОЙОТРЯД» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 500000 (пятисот тысяч) рублей.",КоАП Статья 23.24 Часть 2,not mentioned
"Не допускается использование доказательств по делу об административном правонарушении, в том числе результатов проверки, проведенной в ходе осуществления государственного контроля (надзора) и муниципального контроля, если указанные доказательства получены с нарушением закона.","Признать ООО «ДЕШЕВЫЙ КВАДРАТ» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 600 000 (шестисот тысяч) рублей.",КоАП Статья 26.2 Часть 3,not mentioned
"Привлечение к трудовой деятельности в Российской Федерации иностранного гражданина или лица без гражданства при отсутствии у этих иностранного гражданина или лица без гражданства разрешения на работу либо патента, если такие разрешение либо патент требуются в соответствии с федеральным законом, либо привлечение к трудовой деятельности в Российской Федерации иностранного гражданина или лица без гражданства по профессии (специальности, должности, виду трудовой деятельности), не указанной в разрешении на работу или патенте, если разрешение на работу или патент содержит сведения о профессии (специальности, должности, виде трудовой деятельности), либо привлечение иностранного гражданина или лица без гражданства к трудовой деятельности вне пределов субъекта Российской Федерации, на территории которого данному иностранному гражданину или лицу без гражданства выданы разрешение на работу, патент или разрешено временное проживание, -
 влечет наложение административного штрафа на граждан в размере от двух тысяч до пяти тысяч рублей; на должностных лиц - от двадцати пяти тысяч до пятидесяти тысяч рублей; на юридических лиц - от двухсот пятидесяти тысяч до восьмисот тысяч рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.
 Информация об изменениях:","Признать ООО «СТРОЙОТРЯД» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 800000 (восьмисот тысяч) рублей.",КоАП Статья 18.15 Часть 1,not mentioned
"Привлечение к трудовой деятельности в Российской Федерации иностранного гражданина или лица без гражданства без получения в установленном порядке разрешения на привлечение и использование иностранных работников, если такое разрешение требуется в соответствии с федеральным законом, -
 влечет наложение административного штрафа на граждан в размере от двух тысяч до пяти тысяч рублей; на должностных лиц - от двадцати пяти тысяч до пятидесяти тысяч рублей; на юридических лиц - от двухсот пятидесяти тысяч до восьмисот тысяч рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «ГЛОБАЛСТРОЙСЕРВИС» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере четырехсот тысяч рублей.",КоАП Статья 18.15 Часть 2,not mentioned
"Неуведомление или нарушение установленного порядка и (или) формы уведомления территориального органа федерального органа исполнительной власти, осуществляющего федеральный государственный контроль (надзор) в сфере миграции, о заключении или прекращении (расторжении) трудового договора или гражданско-правового договора на выполнение работ (оказание услуг) с иностранным гражданином в срок, не превышающий трех рабочих дней с даты заключения, прекращения (расторжения) договора, если такое уведомление требуется в соответствии с федеральным законом, -
 влечет наложение административного штрафа на граждан в размере от двух тысяч до пяти тысяч рублей; на должностных лиц - от тридцати пяти тысяч до пятидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до восьмисот тысяч рублей либо административное приостановление деятельности на срок от четырнадцати до девяноста суток.","Признать ООО «СТРОЙОТРЯД» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 500000 рублей.",КоАП Статья 18.15 Часть 3,not mentioned
"Неуведомление или нарушение установленного порядка и (или) формы уведомления работодателем или заказчиком работ (услуг), привлекающими высококвалифицированных специалистов, федерального органа исполнительной власти, осуществляющего федеральный государственный контроль (надзор) в сфере миграции, или его уполномоченного территориального органа в соответствии с перечнем, установленным указанным федеральным органом исполнительной власти, об исполнении обязательств по выплате заработной платы (вознаграждения) высококвалифицированным специалистам, если такое уведомление или предоставление таких сведений требуется в соответствии с федеральным законом, -
 влечет наложение административного штрафа на должностных лиц в размере от тридцати пяти тысяч до семидесяти тысяч рублей; на юридических лиц - от четырехсот тысяч до одного миллиона рублей.","Признать ООО «ДЕШЕВЫЙ КВАДРАТ» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 600000 рублей.",КоАП Статья 18.15 Часть 5,not mentioned
"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный контроль (надзор) в области продажи безалкогольных тонизирующих напитков (в том числе энергетических), рассматривают дела об административных правонарушениях, предусмотренных статьей 14.16.1 настоящего Кодекса.","Признать ООО «РусскийПроект» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере шестисот пятидесяти тысяч рублей.",КоАП Статья 23.50.1 Часть 1,not mentioned
"Рассматривать дела об административных правонарушениях от имени органов, указанных в части 1 настоящей статьи, вправе руководители органов исполнительной власти субъектов Российской Федерации, осуществляющих региональный государственный контроль (надзор) в области продажи безалкогольных тонизирующих напитков (в том числе энергетических), их заместители.","Признать ООО «АзияСтройИнвест» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 700000 (семисот тысяч) рублей.",КоАП Статья 23.50.1 Часть 2,not mentioned
"Органы, осуществляющие государственный контроль (надзор) в области регулируемых государством цен (тарифов), рассматривают дела об административных правонарушениях, предусмотренных статьей 9.15, частью 10 (в части административных правонарушений, совершаемых организациями, осуществляющими регулируемые виды деятельности) статьи 9.16, частью 4 статьи 14.4.2, статьей 14.6, частью 5 статьи 19.5, статьей 19.7.1, частью 1 статьи 19.8.1 (в части административных правонарушений, совершенных субъектами естественных монополий, и (или) операторами по обращению с твердыми коммунальными отходами, региональными операторами по обращению с твердыми коммунальными отходами, и (или) теплоснабжающими организациями) настоящего Кодекса.","Признать ООО «СИЛА ГОРОДА» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 500000 (пятисот тысяч) рублей.",КоАП Статья 23.51 Часть1,not mentioned
"Федеральные органы исполнительной власти, осуществляющие государственный контроль (надзор) за соблюдением обязательных требований к продукции и (или) федеральный государственный метрологический надзор, рассматривают дела об административных правонарушениях, предусмотренных частями 1 и 2 статьи 14.43, частями 1 и 2 статьи 14.43.1, статьями 14.44 - 14.46, частями 1 - 4 статьи 14.46.2, статьей 19.19 настоящего Кодекса.","Признать ООО «ЭЛИТКАВЧЕГ» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 600000 (шестисот тысяч) рублей.",КоАП Статья 23.52 Часть 1,not mentioned
"Федеральный орган исполнительной власти, осуществляющий официальный статистический учет и контроль в сфере официального статистического учета, его территориальные органы рассматривают дела об административных правонарушениях, предусмотренных статьей 13.19 настоящего Кодекса.","Признать ООО «Статус» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 700000 рублей.",КоАП Статья 23.53 Часть 1,not mentioned
"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный жилищный надзор, рассматривают дела об административных правонарушениях, предусмотренных статьей 6.24 (в части курения табака в лифтах и помещениях общего пользования многоквартирных домов), статьями 7.21 - 7.23, частью 1 статьи 7.23.2, статьями 7.23.3, 9.5.1, статьей 9.13 (в части уклонения от исполнения требований к обеспечению доступности для инвалидов объектов жилищного фонда), частями 4, 5, частью 12 (в части коллективных (общедомовых), индивидуальных и общих (для коммунальных квартир) приборов учета используемых энергетических ресурсов в многоквартирных домах, жилых домах) и частью 13 (в части коллективных (общедомовых), индивидуальных и общих (для коммунальных квартир) приборов учета электрической энергии в многоквартирных домах, жилых домах) статьи 9.16, частями 1 - 4 статьи 9.23, частью 1 статьи 13.19.2 (за исключением административных правонарушений, совершенных жилищно-строительными кооперативами, осуществляющими строительство многоквартирных домов), статьей 14.1.3 настоящего Кодекса.","Признать ООО «УютДом» виновным в совершении административного правонарушения, предусмотренного ч.4 ст.18.15 Кодекса РФ об административных правонарушениях, и назначить ему наказание в виде административного штрафа в размере 800000 рублей.",КоАП Статья 23.55 Часть 1,not mentioned
